,sentences,meteor,bleu-4,bleu-1,bleu-2,bleu-3
316,"person 2 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.7028036507992693,0.7302441949751213,0.8607306549367897,0.7372788030682766,0.6795575294934073
317,"was person 5 detected by DeltaMFCC with a shap value of 1.913 detected as the speaker was detected by SVM,?",0.7483656747413931,0.8396381322929265,0.9545875294932689,0.9056334976841477,0.8885356065503125
318,"StaticLFCC,having minimum value of 0.2530,,and a maximum value of 0.5833, with a shap value of 1.688 helped determine that the audio sample was replayed what other features were used?",0.551677372791682,0.6140668399430673,0.9513634317319442,0.775727955096994,0.7021266487815784
319,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.5954901581775905,0.6708112262475006,0.8635984832855922,0.7467682125209666,0.6985038991195103
320,"was the audio sample found to be a bonafide sample by DeltaDeltaLFCC,having minimum value of -0.4263,,and a maximum value of 0.3646, with a shap value of -2.907?",0.49057644146929863,0.4976207449333542,0.9425941593569306,0.8204562716820121,0.7829101358411703
321,"How was the replayed audio determined by DeltaDeltaLFCC,having minimum value of -0.1291,,and a maximum value of 0.0863, with a shap value of -2.062?",0.5935446173838592,0.6534821931268316,0.9711082584510056,0.9059644227415417,0.8723540389229539
322,"How did 1 impact the detection of person StaticGTCC,having minimum value of -1.2733,,and a maximum value of 1.5179, with a shap value of -3.000 as the primary speaker was detected by SVM,  in the audio?",0.6879103199860568,0.6456570546783891,0.9710598711029128,0.9042460445592508,0.840283602147337
323,"How did 3 impact the detection of person StaticMFCC,having minimum value of -0.1030,,and a maximum value of 0.1426, with a shap value of -0.650 as the primary speaker was detected by SVM,  in the audio?",0.5642040696134918,0.5834455035446137,0.9298439667229399,0.852983185881288,0.7862931440061758
324,"StaticMSRCC,having minimum value of -0.0813,,and a maximum value of 0.0998, with a shap value of 0.820 helped determine that the audio sample was replayed what other features were used?",0.47285235211621385,0.4913403435338647,0.9102601418403544,0.8398220826792254,0.7811040677695197
325,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6302101676091489,0.7034590178060235,0.895318611236533,0.7833127202063129,0.7304361653191738
326,"How was the audio sample found to be a bonafide sample by StaticPSRCC,having minimum value of -0.2805,,and a maximum value of 0.2931, with a shap value of 2.142",0.46870590230664855,0.48753393568734094,0.9547095123380087,0.8737472246849591,0.8217228903104626
327,"was the replayed audio sample classified using DeltaLFCC,having minimum value of -0.0708,,and a maximum value of 0.0675, with a shap value of 0.087?",0.6213722870100421,0.6137134762281038,0.9566057867922714,0.9002257872846107,0.8729538259948445
328,How was the replayed audio determined by DeltaMFCC with a shap value of 0.880?,0.5428977599493903,0.629796354823911,0.9315998329156223,0.8366296042095629,0.7851322455741557
329,"was the audio sample found to be a bonafide sample by StaticPSRCC,having minimum value of -0.2052,,and a maximum value of 0.1643, with a shap value of 2.585?",0.7272009757307644,0.81433556710145,0.9417527862208713,0.8712332990750257,0.8299655927431967
330,"person 2 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -9.7029,,and a maximum value of -0.3273,?",0.666351606805293,0.7779729028249961,0.90293018763607,0.785440352918942,0.7303769062303296
331,"How was the replayed audio determined by StaticGTCC,having minimum value of -1.0018,,and a maximum value of 0.5733, with a shap value of 0.000?",0.5801268963353523,0.6531860204797455,0.9261899661388153,0.829865374763364,0.7631947696363113
332,DeltaMFCC with a shap value of 0.328 helped determine that the audio sample was replayed what other features were used?,0.346181726769962,0.2703542076350454,0.9664203730272597,0.8494871794871794,0.7772059899517098
333,DeltaDeltaMFCC with a shap value of -0.899 helped determine that the audio sample was replayed what other features were used?,0.2878312537136066,0.11775624413491141,0.9955555555555555,0.9818181818181818,0.9767441860465116
334,"was the replayed audio sample classified using StaticLFCC,having minimum value of 0.4516,,and a maximum value of 1.4932, with a shap value of -0.981?",0.679131869612069,0.6973157779591224,0.8722222222222221,0.7048951048951049,0.6394366197183098
335,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6456351601688303,0.7471502977530703,0.8626976523219447,0.7457104486021254,0.7047931235431235
336,"StaticGTCC,having minimum value of -0.5859,,and a maximum value of 1.2835, with a shap value of 2.000 helped determine that the audio sample was replayed what other features were used?",0.5588301458489606,0.6065432905449534,0.9423135464231354,0.7510103689414034,0.6782276995305165
337,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of 0.1639,,and a maximum value of 0.3388,?",0.5645658175694003,0.7549287204723722,0.9571705953703976,0.8219536603756119,0.7683095599822429
338,DeltaDeltaMFCC with a shap value of -2.830 helped determine that the audio sample was replayed what other features were used?,0.3060625609955082,0.22313680941170158,0.9645673729255819,0.861026936026936,0.8394157624346302
339,"person 1 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6622201351544614,0.7192842880302668,0.8497285227406277,0.7238199665831244,0.6697566433566433
340,"person 2 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of 0.0254,,and a maximum value of 0.1351,?",0.6399255973353114,0.7751443699394287,0.9245446627058931,0.8164839572929161,0.7697264176891248
341,"was the audio sample found to be a bonafide sample by StaticMFCC,having minimum value of -0.0186,,and a maximum value of 0.1206, with a shap value of -1.232?",0.7758906604046165,0.812631446934453,0.918968797564688,0.8215866891728959,0.788302034428795
342,"was person 1 detected by StaticMFCC,having minimum value of -0.1030,,and a maximum value of 0.1426, with a shap value of -0.650 detected as the speaker was detected by SVM,?",0.8020395750192538,0.896914096477845,0.9894559148162575,0.9681052631578947,0.9531623627716787
343,"was the audio sample found to be a bonafide sample by DeltaDeltaLFCC,having minimum value of -0.1431,,and a maximum value of 0.1352, with a shap value of -1.167?",0.7739359991868957,0.8224074702866361,0.9416570086556181,0.8684507214477868,0.8364926739926739
344,"was the replayed audio sample classified using StaticLFCC,having minimum value of -0.0096,,and a maximum value of 0.0650, with a shap value of 2.729?",0.5967668886370598,0.6093615099335125,0.926627089827954,0.7947025829562595,0.7406477619012588
345,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.7192364562499172,0.7390198764362301,0.8495073154455796,0.7424907346666443,0.697343362943363
346,"DeltaLFCC,having minimum value of -2.0061,,and a maximum value of 0.7152, with a shap value of -1.654 helped determine that the audio sample was replayed what other features were used?",0.3993655138568608,0.5152992848972432,0.9572777609986913,0.846863990017616,0.7558901048496645
347,"StaticLFCC,having minimum value of -0.1109,,and a maximum value of 0.0671, with a shap value of -2.233 helped determine that the audio sample was replayed what other features were used?",0.5126933145928405,0.48072377327269306,0.9662220430107528,0.9386148914858898,0.9039473416463046
348,"How was the audio sample found to be a bonafide sample by StaticLFCC,having minimum value of -0.1109,,and a maximum value of 0.0671, with a shap value of -2.233",0.5672245670549638,0.5923982468316714,0.9567208019119207,0.8368557253955483,0.7885266873266812
349,"StaticPSRCC,having minimum value of -0.1150,,and a maximum value of 0.1191, with a shap value of -0.708 helped determine that the audio sample was replayed what other features were used?",0.5905340334406077,0.6321426811914255,0.9367366526191819,0.8173173794540289,0.7575331831798999
350,"How was the audio sample found to be a bonafide sample by StaticMFCC,having minimum value of -0.0186,,and a maximum value of 0.1206, with a shap value of -1.232",0.4758754797863479,0.4834008359789036,0.9617402376910018,0.8991348166901991,0.8590427417469286
351,"was the audio sample found to be a bonafide sample by StaticLFCC,having minimum value of -25.6173,,and a maximum value of -21.2203, with a shap value of 0.811?",0.48311019739591166,0.4777411575526197,0.9660692381082188,0.8239502770034811,0.7593802697366032
352,"How did 4 impact the detection of person DeltaMFCC with a shap value of -2.426 as the primary speaker was detected by SVM,  in the audio?",0.5589979150063062,0.6053960298581024,0.8953125,0.8046801247002285,0.7280941688780023
353,"was the audio sample found to be a bonafide sample by DeltaLFCC,having minimum value of -0.0678,,and a maximum value of 0.0786, with a shap value of 1.545?",0.78585055481014,0.8629514127838702,0.9260273972602739,0.8579310344827586,0.8430555555555556
354,"was person 6 detected by StaticGTCC,having minimum value of -16.2333,,and a maximum value of -5.4611, with a shap value of 1.000 detected as the speaker was detected by SVM,?",0.7153764570566518,0.8353499594148157,0.9619356793490024,0.9219999999999999,0.8736032712565003
355,"was person 4 detected by DeltaMFCC with a shap value of -2.988 detected as the speaker was detected by SVM,?",0.6869964107938029,0.7950439163721355,0.9256713034060949,0.8390130806332395,0.8230758804762599
356,"was the audio sample found to be a bonafide sample by StaticMSRCC,having minimum value of -0.1098,,and a maximum value of 0.1212, with a shap value of 0.375?",0.7591440755406641,0.8246471993515885,0.9430848861283645,0.87811588715858,0.8540824658093488
357,"was person 1 detected by DeltaMFCC with a shap value of -2.988 detected as the speaker was detected by SVM,?",0.6685369159065062,0.808681571594758,0.9509538131041891,0.8654563796023117,0.8472180373390051
358,"How was the audio sample found to be a bonafide sample by StaticLFCC,having minimum value of 0.0792,,and a maximum value of 0.2516, with a shap value of 2.952",0.4720268857600999,0.5337754574899423,0.95942765905183,0.824614113792115,0.7777816461841486
359,"How was the audio sample found to be a bonafide sample by DeltaLFCC,having minimum value of -0.1305,,and a maximum value of 0.1235, with a shap value of -0.110",0.5334235189802417,0.5926229487098142,0.961960206337509,0.8010796221322536,0.7430119011290814
360,"person 5 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of -9.7029,,and a maximum value of -0.3273,?",0.5216234502992025,0.6826847068834658,0.9566320212295445,0.8253008068102409,0.7725946554790065
361,"How did 5 impact the detection of person DeltaDeltaMFCC with a shap value of -2.455 as the primary speaker was detected by SVM,  in the audio?",0.6059222271657162,0.6156929682299799,0.9568552927927929,0.892655690765927,0.8189437828049714
362,"person 8 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -0.6238,,and a maximum value of 0.3975,?",0.6614867619720094,0.7494310597172061,0.8865831328975566,0.7899942843884579,0.7479033424879409
363,"was person 1 detected by StaticGTCC,having minimum value of -0.5859,,and a maximum value of 1.2835, with a shap value of 2.000 detected as the speaker was detected by SVM,?",0.8146769680134229,0.8548266926395005,0.9764862601811677,0.9519747653676426,0.9353591917376953
364,"was the replayed audio sample classified using StaticMSRCC,having minimum value of -0.0813,,and a maximum value of 0.0998, with a shap value of 0.820?",0.749903192627062,0.7628716598937032,0.8692972972972972,0.7598593799936081,0.7308959644576083
365,"was person 5 detected by DeltaDeltaMFCC with a shap value of -1.240 detected as the speaker was detected by SVM,?",0.7479382124767613,0.8427125612417568,0.9694720863552032,0.9383669505453458,0.9235011312217194
366,"was the replayed audio sample classified using StaticMFCC,having minimum value of -0.0809,,and a maximum value of 0.3685, with a shap value of -1.980?",0.7290102817019235,0.686107972463464,0.9560246596663114,0.8972640783797617,0.8613898780431037
367,"was person 1 detected by StaticMFCC,having minimum value of -0.0186,,and a maximum value of 0.1206, with a shap value of -1.232 detected as the speaker was detected by SVM,?",0.7687231464264208,0.8003550611005927,0.963768179615571,0.9145954218616005,0.8982395938799058
368,"was the replayed audio sample classified using StaticMSRCC,having minimum value of -0.3218,,and a maximum value of 0.2074, with a shap value of -2.946?",0.679131869612069,0.7162612814071788,0.858882882882883,0.7077112724284345,0.6730470196223621
369,"was person 5 detected by DeltaMFCC with a shap value of -1.490 detected as the speaker was detected by SVM,?",0.7148519787537386,0.8459396718949522,0.9522685107100692,0.8991057821604661,0.8838477698771816
370,"How was the audio sample found to be a bonafide sample by StaticLFCC,having minimum value of 0.0084,,and a maximum value of 0.0789, with a shap value of -2.260",0.5605735017592226,0.5983748238267909,0.970049087709549,0.8434780745301685,0.7968181818181819
371,"How did 2 impact the detection of person DeltaMFCC with a shap value of 1.977 as the primary speaker was detected by SVM,  in the audio?",0.6384257907254968,0.7082936804621037,0.9270551801801801,0.8321832498210451,0.73826998689384
372,"How did 2 impact the detection of person StaticMFCC,having minimum value of -0.0534,,and a maximum value of 0.1661, with a shap value of -2.119 as the primary speaker was detected by SVM,  in the audio?",0.662307349028396,0.6557803853540056,0.9611880788351377,0.9087088540749869,0.8520468877966719
373,"How did 1 impact the detection of person StaticGTCC,having minimum value of -0.4349,,and a maximum value of 0.2501, with a shap value of 0.000 as the primary speaker was detected by SVM,  in the audio?",0.6945405433863929,0.6895617152900099,0.9870741477398995,0.9301625021247663,0.863137065207529
374,"How did 5 impact the detection of person StaticMFCC,having minimum value of 0.1639,,and a maximum value of 0.3388, with a shap value of 2.787 as the primary speaker was detected by SVM,  in the audio?",0.6485745373016221,0.6788628517950248,0.9672510063628101,0.9050350877192981,0.8446242055202454
375,"person 2 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.5487152247540865,0.689059056491977,0.9068457625904435,0.7844951801579617,0.7165466237801444
376,"How was the audio sample found to be a bonafide sample by DeltaDeltaLFCC,having minimum value of -1.2995,,and a maximum value of 2.3443, with a shap value of -2.888",0.4762057868939326,0.43274431150671555,0.9708080808080808,0.9249644840501098,0.8941331923890063
377,"StaticMFCC,having minimum value of 0.0025,,and a maximum value of 0.1225, with a shap value of -0.226 helped determine that the audio sample was replayed what other features were used?",0.5762841081814742,0.6235405886034959,0.9508596051336535,0.7977441427816017,0.7292995012782959
378,"was the replayed audio sample classified using StaticMFCC,having minimum value of -0.0534,,and a maximum value of 0.1661, with a shap value of -2.119?",0.7089459248767563,0.732963205739182,0.9148019491484536,0.8231717231222386,0.781783766535159
379,"How did 4 impact the detection of person StaticMFCC,having minimum value of 0.0254,,and a maximum value of 0.1351, with a shap value of -0.876 as the primary speaker was detected by SVM,  in the audio?",0.4723533950617284,0.3769185077707081,0.9350140056022409,0.8726770753998476,0.8401941747572815
380,"person 5 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6407802847825093,0.6905836325148904,0.8812472487160676,0.7751439159915292,0.7278733775217587
381,"StaticMSRCC,having minimum value of -0.1488,,and a maximum value of 0.2125, with a shap value of 2.850 helped determine that the audio sample was replayed what other features were used?",0.4491501751970114,0.40306598578692626,0.9122076734320583,0.77942804923937,0.7088559071210374
382,"was the audio sample found to be a bonafide sample by StaticMFCC,having minimum value of 1.9493,,and a maximum value of 3.0161, with a shap value of 2.494?",0.6990371118782817,0.7983944119696703,0.9134703196347032,0.8091536050156739,0.7716158059467919
383,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6907282957021893,0.7187082677583428,0.8423724459815658,0.7217752865376872,0.6725234417756156
384,"person 5 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6577429658050983,0.749379053261161,0.8657286511738389,0.7487645955975208,0.706308275058275
385,"was the replayed audio sample classified using StaticMSRCC,having minimum value of -0.1098,,and a maximum value of 0.1212, with a shap value of 0.375?",0.7423590175766066,0.7770656425113343,0.9009186351706037,0.7936951936951937,0.7609014084507042
386,"How did 3 impact the detection of person StaticGTCC,having minimum value of -16.2333,,and a maximum value of -5.4611, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.6988752420353965,0.72286509110458,0.9767199004556213,0.9061573190269826,0.825940491380164
387,"StaticLFCC,having minimum value of 1.6366,,and a maximum value of 3.7696, with a shap value of 0.086 helped determine that the audio sample was replayed what other features were used?",0.5528371710526315,0.6112142411869604,0.9630699088145895,0.7939876670092498,0.7161297049317068
388,was the audio sample found to be a bonafide sample by DeltaMFCC with a shap value of 0.328?,0.5643731917958221,0.6162887415837494,0.9294223566695476,0.8208068527217464,0.8000368236934164
389,"person 1 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -0.4349,,and a maximum value of 0.2501,?",0.5331446070826916,0.7308409182416338,0.9392118690610973,0.815486268949267,0.7586208307755269
390,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaMFCC?",0.6362597890861693,0.7100897983713516,0.8320060176570727,0.7074099978628743,0.6662077505827506
391,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6587183281568768,0.7018818139625987,0.889799597875793,0.7808103742569854,0.7308804687149212
392,"was person 1 detected by StaticGTCC,having minimum value of -0.9119,,and a maximum value of 0.4847, with a shap value of 0.000 detected as the speaker was detected by SVM,?",0.800672436352213,0.8622770166535594,0.9606368034961761,0.9321163268531689,0.9145498199279712
393,"How was the replayed audio determined by StaticPSRCC,having minimum value of -0.1887,,and a maximum value of 0.2130, with a shap value of 1.031?",0.6174500826380526,0.7198968571705355,0.9439042119801394,0.8189655172413793,0.7481541099679168
394,"was the replayed audio sample classified using StaticMFCC,having minimum value of -32.1356,,and a maximum value of -14.5968, with a shap value of -1.428?",0.7102240785379765,0.6844557774391765,0.9019830666241674,0.759026507154586,0.7012808213730444
395,"How did 2 impact the detection of person StaticGTCC,having minimum value of -16.2333,,and a maximum value of -5.4611, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.699421965317919,0.7329589674062049,0.9733176608874523,0.9059825246328315,0.8292381812707015
396,"was person 4 detected by DeltaMFCC with a shap value of -0.162 detected as the speaker was detected by SVM,?",0.7148519787537386,0.8459396718949522,0.9522685107100692,0.8991057821604661,0.8838477698771816
397,"was the audio sample found to be a bonafide sample by StaticLFCC,having minimum value of -0.1452,,and a maximum value of 0.1888, with a shap value of -1.656?",0.7136259676770357,0.7648336446094137,0.8981955597543694,0.7825000000000001,0.7349553224553224
398,"How did 4 impact the detection of person StaticGTCC,having minimum value of -0.5859,,and a maximum value of 1.2835, with a shap value of 2.000 as the primary speaker was detected by SVM,  in the audio?",0.622414957316382,0.6079283232327353,0.9677684407096171,0.8831983805668016,0.814325210570308
399,"person 8 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of 0.0025,,and a maximum value of 0.1225,?",0.7021549307905712,0.8184309760865233,0.8979496020961788,0.8168301432752063,0.7880937855207784
400,"person 7 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of 3.4468,,and a maximum value of 6.3204,?",0.6375039723859215,0.7572880376993575,0.910534016636958,0.7856192450564514,0.7415557122609563
401,"StaticPSRCC,having minimum value of -0.1967,,and a maximum value of 0.2029, with a shap value of -0.757 helped determine that the audio sample was replayed what other features were used?",0.4397673067838285,0.39868070435688324,0.9015330779779637,0.7961256828278105,0.7180534148852847
402,was the replayed audio sample classified using DeltaDeltaMFCC with a shap value of -0.899?,0.6019250548943019,0.5418946118605974,0.9549523335099247,0.8893675123326286,0.8623884946495106
403,"How did 3 impact the detection of person DeltaDeltaMFCC with a shap value of -1.990 as the primary speaker was detected by SVM,  in the audio?",0.6043515424954238,0.5956031753841177,0.9639498873873874,0.8991839656406586,0.8214339531850502
404,"was person 4 detected by DeltaMFCC with a shap value of 1.127 detected as the speaker was detected by SVM,?",0.7483656747413931,0.8495530746840322,0.9587788834542081,0.9141050351113102,0.901379013143719
405,"How was the replayed audio determined by StaticLFCC,having minimum value of -0.0326,,and a maximum value of 0.0973, with a shap value of 2.300?",0.5605161121068536,0.6547965486245065,0.9345656824989301,0.825671433554238,0.7688616368968276
406,"How did 5 impact the detection of person StaticGTCC,having minimum value of -1.2733,,and a maximum value of 1.5179, with a shap value of -3.000 as the primary speaker was detected by SVM,  in the audio?",0.6266908777289629,0.5707221465829907,0.9654901960784315,0.9054655870445345,0.8494824149681733
407,"How did 3 impact the detection of person DeltaMFCC with a shap value of 0.328 as the primary speaker was detected by SVM,  in the audio?",0.5689185612369672,0.6241771978740454,0.9286550427637902,0.8438070656726421,0.76138168150976
408,"was person 5 detected by StaticMFCC,having minimum value of 0.4118,,and a maximum value of 1.0160, with a shap value of -0.730 detected as the speaker was detected by SVM,?",0.7746862528880488,0.880571976644233,0.9788079470198676,0.9506666666666668,0.9369127516778523
409,"person 3 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticGTCC,having minimum value of -0.5859,,and a maximum value of 1.2835,?",0.587133572088501,0.7709594711870684,0.9312105926860026,0.8099184686281461,0.7633134820980124
410,How was the replayed audio determined by DeltaDeltaMFCC with a shap value of 1.038?,0.5853029487504222,0.7567420795252527,0.8975156480042111,0.8073333333333335,0.7353199656997126
411,"DeltaLFCC,having minimum value of -0.0399,,and a maximum value of 0.0406, with a shap value of -2.551 helped determine that the audio sample was replayed what other features were used?",0.577452162933936,0.6245266610706239,0.9688338059034782,0.9245121569000572,0.8809297746808931
412,"person 5 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6216474953174422,0.6972315308271326,0.8933419476352646,0.7826940413048125,0.7319526316010129
413,"How did 5 impact the detection of person DeltaDeltaMFCC with a shap value of -2.747 as the primary speaker was detected by SVM,  in the audio?",0.6137687098730881,0.6355202603127378,0.9515625,0.889763779527559,0.8151138716356108
414,"How was the audio sample found to be a bonafide sample by StaticMFCC,having minimum value of 0.1639,,and a maximum value of 0.3388, with a shap value of 2.787",0.6199185055464477,0.6503187550930332,0.9244310221945199,0.7725128307431134,0.7173177173483809
415,"How was the replayed audio determined by StaticMSRCC,having minimum value of -0.3218,,and a maximum value of 0.2074, with a shap value of -2.946?",0.6279584337620053,0.6222211514067608,0.8821986113116893,0.742092556087487,0.6733646196026981
416,"person 6 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.5719678361532823,0.7179114512984734,0.8795584583773091,0.7384571344992582,0.685128040424803
417,DeltaDeltaMFCC with a shap value of -1.732 helped determine that the audio sample was replayed what other features were used?,0.2663101604278074,0.2964897277331494,0.8348104575163399,0.5792223573870607,0.5588639825760723
418,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6831647923733449,0.7377090675568045,0.8467644900953779,0.7350304540420819,0.6983349159832972
419,"was person 3 detected by DeltaMFCC with a shap value of 1.127 detected as the speaker was detected by SVM,?",0.7260921583272517,0.8466267889531499,0.9526564344746162,0.899896160167339,0.885055753070459
420,"How did 1 impact the detection of person StaticGTCC,having minimum value of 3.4468,,and a maximum value of 6.3204, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.6742282455732727,0.7102676688679189,0.9655685281755954,0.8904695955277357,0.824594881857575
421,"person 2 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6282668359956044,0.6930885300645284,0.8952575663918753,0.7876466845408094,0.722413237661619
422,"How did 4 impact the detection of person StaticGTCC,having minimum value of -1.0018,,and a maximum value of 0.5733, with a shap value of 0.000 as the primary speaker was detected by SVM,  in the audio?",0.740997898185366,0.736457817497041,0.9695121951219512,0.901840490797546,0.8345679012345679
423,"was person 2 detected by StaticMFCC,having minimum value of -9.7029,,and a maximum value of -0.3273, with a shap value of -0.990 detected as the speaker was detected by SVM,?",0.6647744036785133,0.8105403673534785,0.9611492400455696,0.8836014758892743,0.8629148629148629
424,"How did 3 impact the detection of person StaticGTCC,having minimum value of 3.4468,,and a maximum value of 6.3204, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.6790013872085555,0.7144752374432346,0.9694814968718457,0.8996104111429327,0.8323917913498488
425,"StaticMFCC,having minimum value of 0.0254,,and a maximum value of 0.1351, with a shap value of -0.876 helped determine that the audio sample was replayed what other features were used?",0.524301981984242,0.43439699901538553,0.9754469624271056,0.9396222182937283,0.9116728362418473
426,"How did 1 impact the detection of person DeltaDeltaMFCC with a shap value of -1.732 as the primary speaker was detected by SVM,  in the audio?",0.6090566558622115,0.5738633685202698,0.971044481981982,0.9057122405153901,0.8218417003817882
427,"How was the audio sample found to be a bonafide sample by StaticPSRCC,having minimum value of -0.1967,,and a maximum value of 0.2029, with a shap value of -0.757",0.491359688782494,0.5215887116632695,0.9328121760056198,0.7858246517766758,0.7201042578052665
428,"person 4 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by StaticMFCC,having minimum value of 0.0254,,and a maximum value of 0.1351,?",0.5943628370226405,0.7773766391883237,0.9333305310354489,0.8176141033232399,0.77012978951026
429,"How did 4 impact the detection of person StaticMFCC,having minimum value of -0.0658,,and a maximum value of 0.1936, with a shap value of 2.403 as the primary speaker was detected by SVM,  in the audio?",0.7013384965923215,0.696342162726298,0.9830065359477125,0.9289473684210525,0.8649006622516555
430,"How did 1 impact the detection of person StaticGTCC,having minimum value of -0.6238,,and a maximum value of 0.3975, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.7423610599871537,0.7369586222401887,0.9758643318416045,0.9129766302344613,0.8513676047475386
431,"How did 2 impact the detection of person DeltaMFCC with a shap value of -1.228 as the primary speaker was detected by SVM,  in the audio?",0.5122800509348505,0.4651060135585259,0.9598097802991671,0.891886304347353,0.8171664923253159
432,"was person 3 detected by StaticGTCC,having minimum value of -0.5700,,and a maximum value of 0.2577, with a shap value of 1.000 detected as the speaker was detected by SVM,?",0.7418489784344573,0.7579507121660876,0.9909634869770738,0.9756294781012326,0.9646260309472228
433,"was person 1 detected by DeltaDeltaMFCC with a shap value of 1.342 detected as the speaker was detected by SVM,?",0.7835885922563223,0.8330058168439007,0.9169674481362794,0.874295532646048,0.8602415966386555
434,"How did 2 impact the detection of person StaticGTCC,having minimum value of -0.6238,,and a maximum value of 0.3975, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.7551784128248202,0.7618837095889974,0.9724868483978957,0.9077103360072731,0.8460361817779285
435,"was person 6 detected by StaticGTCC,having minimum value of -0.6238,,and a maximum value of 0.3975, with a shap value of 1.000 detected as the speaker was detected by SVM,?",0.6994765804742539,0.7460844509278844,0.9704413710097872,0.9227464109270562,0.8956806911296509
436,"person 1 was detected as the speaker was detected by SVM,  of the audio file was the audio sample detected by DeltaDeltaMFCC?",0.6608939252040342,0.7483331086120014,0.8728695066903829,0.7579759961920305,0.6983526316010129
437,"was person 1 detected by StaticGTCC,having minimum value of 3.4468,,and a maximum value of 6.3204, with a shap value of 1.000 detected as the speaker was detected by SVM,?",0.7232437730588025,0.8253201361526245,0.9832794701986755,0.9353763440860214,0.9045452065258909
438,"was person 3 detected by DeltaMFCC with a shap value of -2.988 detected as the speaker was detected by SVM,?",0.6685369159065063,0.8086815715947578,0.9509538131041889,0.8654563796023117,0.8472180373390049
439,DeltaDeltaMFCC with a shap value of -2.455 helped determine that the audio sample was replayed what other features were used?,0.3354828205766134,0.23300524864132996,0.9866881279875134,0.9547715965626413,0.9187954680977937
440,"How did 3 impact the detection of person StaticMFCC,having minimum value of -32.1356,,and a maximum value of -14.5968, with a shap value of -1.428 as the primary speaker was detected by SVM,  in the audio?",0.6724402454780362,0.6741231288178836,0.980392156862745,0.9171052631578946,0.8437086092715231
441,"was person 5 detected by StaticGTCC,having minimum value of -0.5700,,and a maximum value of 0.2577, with a shap value of 1.000 detected as the speaker was detected by SVM,?",0.8054762227400076,0.8253995875672544,0.9193302325581394,0.8798151292209017,0.8610043041606887
442,"DeltaDeltaLFCC,having minimum value of -1.2995,,and a maximum value of 2.3443, with a shap value of -2.888 helped determine that the audio sample was replayed what other features were used?",0.42238963816433167,0.3080828403528228,0.9678712591756069,0.911307113938693,0.8826666666666668
443,"How did 6 impact the detection of person StaticGTCC,having minimum value of -0.6238,,and a maximum value of 0.3975, with a shap value of 1.000 as the primary speaker was detected by SVM,  in the audio?",0.5811529487204592,0.558740400143315,0.9591314950135956,0.9092670854749667,0.8663930638873942
